hotel_name,price_bdt,num_reviews,comment,price_eur,source
"Courtyard by Marriott World Trade Centre, Dubai",14966.0,215,Excellent level of service- great customer service from the entire team - team went out the way to provide me with additional support such as printing of documents - the,124.72,TripAdvisor
"Marriott Hotel Al Jaddaf, Dubai",12908.0,2009,"Great hotel with a great service , thursday fish day is super tasty , nice service as well , i will come back",107.57,TripAdvisor
Ascot Hotel,5559.0,826,Such an excellent hotel with superb house keeping... Thankyou sandesh and house keeping superwiser for always,46.32,TripAdvisor
Flora Inn Hotel Dubai Airport,5573.0,761,The swimming Pool was amazing and the trainer Mr Ashraf was amazing I learnt swimming in just 2 days hats off to him ...he was extremely patient and ensured that I learn,46.44,TripAdvisor
J5 Rimal,7390.0,1444,"The staff and service was exceptional,",61.58,TripAdvisor
Hilton Garden Inn Dubai Al Mina,10184.0,989,Hotel was very nice the staff in reception very nice and helpful we meet alaa she welcome us and give us good room with,84.87,TripAdvisor
Grand Millennium Dubai,8532.0,1812,"The stay was excellent,",71.1,TripAdvisor
Suha Creek Hotel Apartments,7212.0,89,"... and a comfortable family atmosphere It has kitchen with all the possibilities, a spacious",60.1,TripAdvisor
Grand Excelsior Hotel Deira,4544.0,1238,"We visited the hotel for a business trip the staff was cooperative and helpful Ravindra took utmost care of our comfort and security since we were 2 ladies, breakfast",37.87,TripAdvisor
The Address Dubai Mall by The S Holiday Homes,29027.0,4,helpful given to me and all hotel guests. Specially would like to thank the concierge team for a great job they are doing with every guest arrival. I do like to...,241.89,TripAdvisor
XVA Art Hotel,13027.0,836,"on pedestrian street in the heart of old Dubai-Bur Dubai./Al Fajidi area.Walking distance to all the old town sights, the fort, the creek, the souks and Arabian...",108.56,TripAdvisor
"Element Al Mina, Dubai",11600.0,53,Spacious,96.67,TripAdvisor
ZiQoo Hotel Apartments Dubai,7254.0,124,Project based on Jebel Ali. I would say if you are looking for a good sleep after a night shift then this hotel would be an ideal location due to the dark curtains,60.45,TripAdvisor
The View Al Barsha Hotel Apartments,10866.0,55,"front of the hotel and metro station is in walking distance. MOA, restaurants and groceries store also in walking distance.

Kitchen has all things which you will...",90.55,TripAdvisor
Royal Continental Suites,11571.0,79,It was great stay,96.42,TripAdvisor
Garden City Hotel,3137.0,8,a friend recommended this hotel. I would 100% recommend to my friends and family because we really enjoyed staying here. Very clean and the staff were very polite...,26.14,TripAdvisor
Hyatt Place Dubai Jumeirah Residences,13150.0,3,"Ive
Been there for several times and except once I really enjoyed my stay there. Housekeeping staff are all amazing specially there is a lady called Girlle , she is...",109.58,TripAdvisor
Wyndham Residences The Palm,26027.0,,a friendly service.The ambience is amazing.thumbs up to Plexy she made us feel welcome.she helped a lot .i will definetely come agai with frenz.everything was on...,216.89,TripAdvisor
Grand Excelsior Hotel Bur Dubai,290165.0,1827,Thanks for te hotel And many thanks for Mr Moufid Rahmani Room service Nice sevice with good smile,2418.04,TripAdvisor
Hilton Dubai Palm Jumeirah,34610.0,477,Thanks for the friendly and great valet service Thomson and team always professional Fantastic service.Hotel is,288.42,TripAdvisor
"The Ritz-Carlton, Dubai International Financial Centre",48489.0,203,At the difc ritz Carlton I always,404.08,TripAdvisor
The Dubai EDITION,45131.0,273,my stay in dubai edition was wonderful,376.09,TripAdvisor
Ramada by Wyndham Dubai Barsha Heights,14490.0,568,"It was amazing weekend, i like the",120.75,TripAdvisor
Omega Hotel,17621.0,343,Excellent service good nature all staff very good food,146.84,TripAdvisor
Tamani Marina Hotel & Hotel Apartment,17489.0,695,"Abhilash, always ready to help according to any request..., good position of hotel - 300 m from Dubai marina, nice restaurant andverygood breakfast... for...",145.74,TripAdvisor
Hilton Dubai Jumeirah,26900.0,7590,Thanks June for all your assistance,224.17,TripAdvisor
Ibis World Trade Centre Dubai,11494.0,1642,specially Mr. Sonal and Mr. Nabin.,95.78,TripAdvisor
Ibis Dubai Mall of the Emirates Hotel,6454.0,2528,area very nice lobby area very beautiful also big reception staff are very well coming so proud,53.78,TripAdvisor
Grandeur Hotel,14402.0,614,"I was staying in room 607 , its was",120.02,TripAdvisor
Marina Byblos Hotel,10319.0,1535,,85.99,TripAdvisor
Citymax Hotel Al Barsha at the Mall,5908.0,3081,I would like to say Thanks to City max team Great Staff Great service Quick room,49.23,TripAdvisor
Grand Heights Hotel Apartments,7280.0,300,The hotel is very clean and we'll organized,60.67,TripAdvisor
Nassima Tower Hotel Apartments,20398.0,174,Stayed for 2 days excellent,169.98,TripAdvisor
Beach Walk Hotel,15329.0,27,"We stayed in one of the large rooms on the 3rd floor - we were accompanied by 6 pieces of luggage,",127.74,TripAdvisor
Al Khoory Courtyard Hotel,9778.0,134,Really nice Hotel u have everything,81.48,TripAdvisor
Arabian Courtyard Hotel & Spa,7619.0,3199,Room is well,63.49,TripAdvisor
Le Meridien Fairway,5679.0,980,"Great experience, Almost 5/5 fro each signe detail, Reception",47.32,TripAdvisor
Holiday Inn Express Dubai Safa Park,8256.0,945,experience in the restaurant the food is so delicious and the staff is so nice specially Hekal hes a perfect guy and so helpful its a pleasure to see him ?,68.8,TripAdvisor
Carlton Palace Hotel,9406.0,1386,"toilet There is blow dryer Room is very clean Although you need to manually turn off the lights before going to bed, it is within reach.",78.38,TripAdvisor
Suha Park Luxury Hotel Apartments,10126.0,85,Most comfortable bed,84.38,TripAdvisor
KSK Homes,4143.0,50,Excellent hotel and apartment and very nice srcive by housekeeping specilly Frédérick he Always,34.52,TripAdvisor
ibis Dubai Deira City Centre Hotel,5824.0,2558,all staff are friendly helpful polit,48.53,TripAdvisor
Landmark Grand,8636.0,1101,"facilities. Mr Abdul,a customer service gave us a late check out. Buffet breakfast is standard but, needs improvement. There is so much concentration on Indian/Pakistani...",71.97,TripAdvisor
Al Manar Hotel Apartments,7730.0,384,"trip. We stayed with our 2 year old for 3 nights in the 01 bedroom apartment. The location is good, we found Indian restaurants and super markets (needed it as we",64.42,TripAdvisor
Rose Park Hotel Al Barsha,8179.0,258,It is very clean,68.16,TripAdvisor
Pearl Residence Hotel,5982.0,435,property that's why I keep coming and stay here as the receptionist were so friendly and so approaching. I Felt like Iv always welcome here and treat me like their...,49.85,TripAdvisor
Number One Tower Suites,8448.0,398,with professional attitude.,70.4,TripAdvisor
Emirates Stars Hotel Apartments Dubai,7159.0,185,,59.66,TripAdvisor
Movenpick Hotel Jumeirah Village Triangle,9914.0,16,,82.62,TripAdvisor
Capitol Hotel,6427.0,157,to Dubai. Not close to any public transport hub is a big negative. Could probably get a better property at a better location for a similar price. The rooms are...,53.56,TripAdvisor
Raf Hotel Apartment,12649.0,,stayed in various hotels across Dubai but this is the most convenient considering the fact it is close to the metro station and also has huge rooms which are,105.41,TripAdvisor
Hilton Dubai Palm Jumeirah,34610.0,479,Thanks for the friendly and great valet service Thomson and team always professional Fantastic service.Hotel is,288.42,TripAdvisor
Address Dubai Marina,34314.0,7236,Awesome experience  Thank you so much vamshi thats great for remember us and welcoming with our name he made us happy also special thanks to Sheryl for,285.95,TripAdvisor
"Courtyard by Marriott Culture Village, Dubai",7398.0,232,It was amazing stay and alot of thanks to MR/Alaa for his incredible help and hospitality and also phillip amazing,61.65,TripAdvisor
"Staybridge Suites Dubai Al-Maktoum Airport, an IHG hotel",11902.0,413,So great and clean hotel,99.18,TripAdvisor
Media One Hotel Dubai,14649.0,6428,"I feel comfortable in this hotel.. Also the location is perfect near from everything,,",122.08,TripAdvisor
ibis Styles Dragon Mart Dubai,6172.0,821,Our stay is,51.43,TripAdvisor
Royal Regency Suites,19123.0,41,"thanks to Abdullah & Shamim they are very polite smiley  face they was so helpful ,recommended .. very good service , nice location",159.36,TripAdvisor
"Holiday Inn Express Dubai - Internet City, an IHG Hotel",8027.0,977,Holiday inn express dubai internet city very nice place good location near bye metro supermarket Housekeeping All satff very professional,66.89,TripAdvisor
Premier Inn Barsha Heights Hotel,7276.0,568,One of the best hotel in tecom and the staff Lin is very good she help you anytime  Great breakfast amazing location near metro is close they,60.63,TripAdvisor
Palm Beach Hotel,2671.0,179,"cleanliness of the room doesn't match the standard. The bathtub, basin and toilet weren't sparkling clean and had stains and the towels gave a strong smell of chemical...",22.26,TripAdvisor
Super 8 by Wyndham Dubai Deira,7545.0,153,Brand new hotel close to gold souk but in a quiet,62.88,TripAdvisor
Citymax Hotel Al Barsha,9203.0,409,Everything was good lovely hotel and lovely staff Manmeet and Wikum were amazing they have the best housekeeping,76.69,TripAdvisor
Mercure Gold Hotel,4493.0,1925,", gym , spa , dinning area and bar.House keeping staff as been very friendly , extremely professional in the work and prompt , Mr Gulzar has be standout performer a...",37.44,TripAdvisor
Riviera Hotel Dubai,7066.0,443,hotel ..iIwould like to thanks the housekeeping  the 2 mohammed the bar .the room service the waiter Direndra and Angie who was always kind and helpful to us ..the...,58.88,TripAdvisor
Residence Inn by Marriott Al Jaddaf,17161.0,38,I was try Bulgarie palm Five Armani but this hotel from price service location friendly,143.01,TripAdvisor
Abidos Hotel Apartment,8341.0,288,"Excellente hotel with excellent location located at Dubailand near to dubai global village and outlet mall ,extremely",69.51,TripAdvisor
Element Dubai Airport,12509.0,40,Nice sized,104.24,TripAdvisor
Xclusive Maples Hotel Apartments,5983.0,336,,49.86,TripAdvisor
Aloft Dubai Creek,9339.0,577,"Hospitable and friendly employees, excellent service ,good location,clean,high-quality foods, poor hobbies in the hotel,good prices,very excellent organizations,",77.82,TripAdvisor
Dunes Hotel Apartments Oud Metha,8205.0,234,maintained and very clean.,68.38,TripAdvisor
Claridge Hotel - Dubai,6100.0,88,staff have a suitable manner and help you. rooms are clean and have refrigerator and a bathtub in the bathroom. they have minibar. the food is not the best but is good...,50.83,TripAdvisor
Class Hotel Apartments,7472.0,71,"and apartments nice and good size. Place is quiet and has shops and bars within few minutes walk. 

Housekeeping staff is really lovely and polite. The most...",62.27,TripAdvisor
Rose Plaza Hotel,5473.0,32,"Exellent hotel, with very good staff, professional,",45.61,TripAdvisor
Dubai Grand Hotel By Fortune,4849.0,222,Front,40.41,TripAdvisor
"Regent Palace Hotel, Dubai",6247.0,555,was comfortable & neat & clean.,52.06,TripAdvisor
Al Bustan Centre & Residence,12809.0,1212,I loved everything about Al Bustan Hotel,106.74,TripAdvisor
Al Jawhara Metro Hotel,4542.0,105,"cost at the heart of down town of Dubai. It is not luxurious yet very comfy and cosy.
The location of the hotel is close to multiple transportation options like...",37.85,TripAdvisor
Pearl Park,4974.0,230,big and good. Staffs are friendly .it has a swimming pool on the top flower. it is located near the clock tower one of the peacefull locations of Dubai,41.45,TripAdvisor
Dream City Hotel Apartments,7858.0,98,"enough space for all my luggage since I was carrying quite a lot of stuff. But it also has a washing machine, fairly equipped kitchen. The bathroom was big enough",65.48,TripAdvisor
Heritage Home Guest House,8855.0,2,and felt like we are in our own house.Rooms are well decorated and cleaned and best thing staff were very friendly and always ready to help.thanks to Heritage Home...,73.79,TripAdvisor
Copthorne Hotel Dubai,262538.0,1958,Hotel is very nice Nice,2187.82,TripAdvisor
InterContinental Residence Suites Dubai F.C,13691.0,788,"My stay was made that little bit more special by the house keeping team Erika and Abilash, who always made sure",114.09,TripAdvisor
Radisson Red Dubai Silicon Oasis,14704.0,1095,"excellent staff, actually girls from reception Mara and Meggy , they are so polite Thank you for great service!!!",122.53,TripAdvisor
Al Khoory Inn,6875.0,197,It was amazing when entering in the hotel the staff at the reception was,57.29,TripAdvisor
Savoy Suites Hotel Apartment,5747.0,804,Very nice service awesome friendly staff special Prakash,47.89,TripAdvisor
Avani Ibn Battuta Dubai Hotel,7557.0,860,Wonderful experience with housekeeping team especially Santosh thank you for making my stay amazing I got everyday room,62.98,TripAdvisor
Millennium Airport Hotel Dubai,11283.0,3017,"special mention to the staff of the breakfast area - And special thanks to Kamel Hussaini, very helpful and friendly, who kindly watched my stuff behind the rooms doo...",94.02,TripAdvisor
Fortune Park Hotel,7472.0,64,looking for a comfortable option  Rooms were big and clean. Food was good as well at dinner and breakfast. Staff was very friendly. Negative: it is outside of town and...,62.27,TripAdvisor
Fortune Pearl Hotel,3453.0,271,"I came fortune pearl hotel ,excellent staff more welcome I like to stay here because very good access, great service staffs with excellent hospitality,good",28.78,TripAdvisor
Landmark Plaza Hotel,3518.0,225,very good.located,29.32,TripAdvisor
Avenue Hotel,9026.0,305,Made for a fantastic holiday trip as I always came back very made,75.22,TripAdvisor
Raviz Center Point Hotel,6010.0,358,"trip to dubai and this was the  property shortlisted with the travel agent.

Location  - This is in a prime location. Not so far from major attractions. Metro...",50.08,TripAdvisor
